shape,timestamps,TRIP_ID,CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,DAY_TYPE,MISSING_DATA
"LINESTRING (-8.65476 41.153418, -8.654994 41.152626, -8.654769 41.152311, -8.654031 41.15214, -8.651214 41.15277, -8.650503 41.153598, -8.649666 41.153976, -8.648289 41.154291, -8.648091 41.155092, -8.648721 41.157099, -8.649441 41.158728, -8.647218 41.158215, -8.645445 41.155353, -8.643213 41.152077, -8.640675 41.148981, -8.63973 41.144958, -8.638335 41.140782, -8.635626 41.136849, -8.635482 41.132367, -8.635725 41.128038)","1412065494, 1412065509, 1412065524, 1412065539, 1412065554, 1412065569, 1412065584, 1412065599, 1412065614, 1412065629, 1412065644, 1412065659, 1412065674, 1412065689, 1412065704, 1412065719, 1412065734, 1412065749, 1412065764, 1412065779",T152,A,74478,NA,20000207,A,False
"LINESTRING (-8.627697 41.175378, -8.62767 41.175342, -8.626851 41.173452, -8.626032 41.171247, -8.62605 41.171049, -8.626077 41.170923, -8.625969 41.170284, -8.625978 41.170113, -8.625771 41.169915, -8.62569 41.169456, -8.625591 41.169375, -8.625528 41.169195, -8.624907 41.169276)","1412065555, 1412065570, 1412065585, 1412065600, 1412065615, 1412065630, 1412065645, 1412065660, 1412065675, 1412065690, 1412065705, 1412065720, 1412065735",T153,B,NA,16,20000099,A,False
"LINESTRING (-8.629371 41.16096, -8.628939 41.160879, -8.628903 41.160942, -8.628309 41.160879, -8.627751 41.162427, -8.627481 41.163255, -8.627382 41.163543, -8.626257 41.163507, -8.625789 41.163462, -8.625762 41.163453, -8.622486 41.162994, -8.621199 41.16285, -8.615637 41.16231, -8.613756 41.162256, -8.601714 41.159682, -8.594181 41.160483, -8.594424 41.160672, -8.605296 41.161941, -8.605881 41.162013, -8.605944 41.162058, -8.605962 41.162094, -8.605998 41.162121, -8.606142 41.162103, -8.606961 41.162175, -8.607168 41.162202, -8.60715 41.162238, -8.607519 41.162238, -8.608356 41.162355, -8.608491 41.162373)","1412064845, 1412064860, 1412064875, 1412064890, 1412064905, 1412064920, 1412064935, 1412064950, 1412064965, 1412064980, 1412064995, 1412065010, 1412065025, 1412065040, 1412065055, 1412065070, 1412065085, 1412065100, 1412065115, 1412065130, 1412065145, 1412065160, 1412065175, 1412065190, 1412065205, 1412065220, 1412065235, 1412065250, 1412065265",T154,C,NA,NA,20000440,A,False
"LINESTRING (-8.600121 41.182677, -8.600382 41.182794, -8.599347 41.182623, -8.59761 41.182182, -8.597709 41.182416, -8.599473 41.182866, -8.599779 41.183001, -8.600319 41.183082, -8.601066 41.183307, -8.602794 41.183703, -8.607456 41.184675, -8.60922 41.184621, -8.610615 41.184234, -8.611857 41.183775, -8.613144 41.183361, -8.61318 41.183271, -8.613225 41.18328, -8.613261 41.183343, -8.613225 41.183379, -8.613243 41.18337, -8.614872 41.183136, -8.618148 41.182479, -8.620326 41.181246, -8.620371 41.181228, -8.620902 41.181012, -8.623989 41.18013, -8.627724 41.179734, -8.628912 41.179581, -8.630991 41.179329, -8.634195 41.180103, -8.636454 41.181417, -8.638056 41.182326)","1412065195, 1412065210, 1412065225, 1412065240, 1412065255, 1412065270, 1412065285, 1412065300, 1412065315, 1412065330, 1412065345, 1412065360, 1412065375, 1412065390, 1412065405, 1412065420, 1412065435, 1412065450, 1412065465, 1412065480, 1412065495, 1412065510, 1412065525, 1412065540, 1412065555, 1412065570, 1412065585, 1412065600, 1412065615, 1412065630, 1412065645, 1412065660",T155,B,NA,33,20000158,A,False
"LINESTRING (-8.665605 41.170671, -8.663436 41.171031, -8.662167 41.169834, -8.661177 41.168493, -8.661294 41.166882, -8.660817 41.166387, -8.660691 41.166351, -8.660646 41.166342, -8.660259 41.166351, -8.658342 41.165523, -8.65746 41.16618, -8.655633 41.167251, -8.653329 41.166981, -8.651925 41.166783, -8.650026 41.166414, -8.648118 41.166171, -8.648001 41.166081, -8.647965 41.166117, -8.647911 41.166126, -8.647785 41.166144, -8.647785 41.166153, -8.647803 41.166171, -8.647794 41.166171, -8.647641 41.166171, -8.647479 41.165991, -8.647218 41.165946, -8.64693 41.165874, -8.646732 41.165829, -8.646687 41.165811, -8.646138 41.165685, -8.645463 41.165604, -8.644482 41.16546, -8.643015 41.165172, -8.642988 41.165163, -8.64297 41.165172, -8.641701 41.165055, -8.640621 41.164803, -8.640459 41.164695, -8.640324 41.164677, -8.640234 41.164659, -8.640162 41.164677, -8.639829 41.164632, -8.639784 41.164641, -8.639802 41.164632, -8.639424 41.164587, -8.639361 41.164587, -8.638605 41.164605, -8.637543 41.16456, -8.637399 41.164524, -8.637381 41.164515, -8.636787 41.164407, -8.63523 41.163903, -8.634168 41.163561, -8.633655 41.163282, -8.631171 41.160213, -8.630937 41.15988, -8.630676 41.159619, -8.630217 41.15907, -8.630199 41.159034, -8.630154 41.158971, -8.630406 41.158206, -8.630316 41.157459, -8.629578 41.157, -8.629002 41.157126, -8.628201 41.156469, -8.627472 41.155488, -8.626599 41.153364, -8.626437 41.152986, -8.625987 41.151672, -8.625069 41.148405, -8.624745 41.148351)","1412064580, 1412064595, 1412064610, 1412064625, 1412064640, 1412064655, 1412064670, 1412064685, 1412064700, 1412064715, 1412064730, 1412064745, 1412064760, 1412064775, 1412064790, 1412064805, 1412064820, 1412064835, 1412064850, 1412064865, 1412064880, 1412064895, 1412064910, 1412064925, 1412064940, 1412064955, 1412064970, 1412064985, 1412065000, 1412065015, 1412065030, 1412065045, 1412065060, 1412065075, 1412065090, 1412065105, 1412065120, 1412065135, 1412065150, 1412065165, 1412065180, 1412065195, 1412065210, 1412065225, 1412065240, 1412065255, 1412065270, 1412065285, 1412065300, 1412065315, 1412065330, 1412065345, 1412065360, 1412065375, 1412065390, 1412065405, 1412065420, 1412065435, 1412065450, 1412065465, 1412065480, 1412065495, 1412065510, 1412065525, 1412065540, 1412065555, 1412065570, 1412065585, 1412065600, 1412065615, 1412065630",T156,B,NA,3,20000543,A,False
"LINESTRING (-8.567667 41.172309, -8.567658 41.172309, -8.567658 41.172309, -8.567658 41.172309, -8.567649 41.172309, -8.567649 41.172309, -8.56764 41.1723, -8.56764 41.172309, -8.567649 41.172309, -8.567631 41.172309, -8.567577 41.172255, -8.567343 41.17176)","1412065619, 1412065634, 1412065649, 1412065664, 1412065679, 1412065694, 1412065709, 1412065724, 1412065739, 1412065754, 1412065769, 1412065784",T157,A,81753,NA,20000017,A,False
"LINESTRING (-8.620038 41.146839, -8.619993 41.146884, -8.620011 41.146884, -8.620038 41.146893, -8.61993 41.146497, -8.619561 41.146137, -8.618256 41.146326, -8.617563 41.145975, -8.617365 41.145084, -8.617401 41.145093)","1412617360, 1412617375, 1412617390, 1412617405, 1412617420, 1412617435, 1412617450, 1412617465, 1412617480, 1412617495",T158,A,2002,NA,20000698,A,False
"LINESTRING (-8.633952 41.1525, -8.632368 41.152653, -8.631468 41.15259, -8.63118 41.151798, -8.630793 41.151654, -8.630739 41.151654, -8.630523 41.151627, -8.629533 41.151537, -8.628921 41.151681, -8.628867 41.151942, -8.628849 41.152041, -8.628813 41.152113, -8.628822 41.152167, -8.628831 41.152257, -8.628777 41.152293, -8.628777 41.152311, -8.628786 41.152284, -8.628795 41.152275, -8.628822 41.152284, -8.628831 41.152302, -8.628831 41.152293, -8.628732 41.152536, -8.628714 41.153535)","1412617161, 1412617176, 1412617191, 1412617206, 1412617221, 1412617236, 1412617251, 1412617266, 1412617281, 1412617296, 1412617311, 1412617326, 1412617341, 1412617356, 1412617371, 1412617386, 1412617401, 1412617416, 1412617431, 1412617446, 1412617461, 1412617476, 1412617491",T159,C,NA,NA,20000391,A,False
"LINESTRING (-8.649279 41.171832, -8.649576 41.17203, -8.650602 41.172858, -8.651574 41.173641, -8.65287 41.173785, -8.653428 41.173668, -8.653608 41.173803, -8.653635 41.173839, -8.653725 41.173911, -8.653842 41.174001, -8.653932 41.174055)","1412617328, 1412617343, 1412617358, 1412617373, 1412617388, 1412617403, 1412617418, 1412617433, 1412617448, 1412617463, 1412617478",T160,A,15427,NA,20000657,A,False
"LINESTRING (-8.6211 41.155668, -8.621073 41.155659, -8.620218 41.155434, -8.619273 41.155263, -8.61858 41.155182, -8.617653 41.155083, -8.61597 41.154759, -8.614224 41.154417, -8.613441 41.154201, -8.613369 41.15412, -8.61336 41.154102, -8.613018 41.153688, -8.612127 41.153643, -8.610345 41.15358, -8.608122 41.153526, -8.607996 41.153472, -8.607762 41.153454, -8.606403 41.153337, -8.606673 41.15232, -8.607033 41.151915, -8.607078 41.151816, -8.60715 41.151717, -8.60724 41.151546, -8.60724 41.151519, -8.60724 41.151492, -8.607249 41.151483, -8.607375 41.151195, -8.60715 41.151042, -8.607141 41.151015, -8.607123 41.151015, -8.606817 41.150979, -8.606799 41.150961, -8.6067 41.150952, -8.606358 41.150988, -8.606304 41.150952, -8.606286 41.15097, -8.605989 41.150979, -8.605188 41.151006, -8.604513 41.151015, -8.603613 41.151033, -8.602218 41.151078, -8.600949 41.151087, -8.60085 41.151105, -8.600247 41.151141, -8.600256 41.15034, -8.600445 41.14962, -8.600409 41.14953, -8.599878 41.149386, -8.598879 41.148981)","1412616773, 1412616788, 1412616803, 1412616818, 1412616833, 1412616848, 1412616863, 1412616878, 1412616893, 1412616908, 1412616923, 1412616938, 1412616953, 1412616968, 1412616983, 1412616998, 1412617013, 1412617028, 1412617043, 1412617058, 1412617073, 1412617088, 1412617103, 1412617118, 1412617133, 1412617148, 1412617163, 1412617178, 1412617193, 1412617208, 1412617223, 1412617238, 1412617253, 1412617268, 1412617283, 1412617298, 1412617313, 1412617328, 1412617343, 1412617358, 1412617373, 1412617388, 1412617403, 1412617418, 1412617433, 1412617448, 1412617463, 1412617478, 1412617493",T161,C,NA,NA,20000429,A,False
"LINESTRING (-8.632323 41.16438, -8.632323 41.164389, -8.632368 41.164335, -8.632368 41.164362, -8.632368 41.16438, -8.632386 41.164326, -8.633412 41.16375, -8.633493 41.163282, -8.632854 41.162481, -8.631891 41.16231, -8.630064 41.163156, -8.628615 41.163579, -8.627958 41.163543, -8.62641 41.163453, -8.625483 41.163417, -8.625474 41.163399, -8.625483 41.163372, -8.625474 41.163381, -8.625042 41.163354)","1412617225, 1412617240, 1412617255, 1412617270, 1412617285, 1412617300, 1412617315, 1412617330, 1412617345, 1412617360, 1412617375, 1412617390, 1412617405, 1412617420, 1412617435, 1412617450, 1412617465, 1412617480, 1412617495",T162,B,NA,17,20000249,A,False
"LINESTRING (-8.617653 41.146254, -8.617608 41.145849, -8.617482 41.145363, -8.616798 41.144922, -8.615502 41.145597, -8.615223 41.146902, -8.615142 41.147037, -8.61516 41.147037, -8.615178 41.147055, -8.615196 41.147073, -8.615835 41.147271, -8.616087 41.147244, -8.617401 41.147217, -8.617914 41.147226, -8.618157 41.148135, -8.618886 41.148585, -8.619516 41.148405, -8.620038 41.147811, -8.620929 41.147406, -8.621343 41.147469, -8.621784 41.147541, -8.622621 41.147766)","1412617178, 1412617193, 1412617208, 1412617223, 1412617238, 1412617253, 1412617268, 1412617283, 1412617298, 1412617313, 1412617328, 1412617343, 1412617358, 1412617373, 1412617388, 1412617403, 1412617418, 1412617433, 1412617448, 1412617463, 1412617478, 1412617493",T163,B,NA,25,20000171,A,False
"LINESTRING (-8.634987 41.158881, -8.633988 41.158683, -8.632143 41.158404, -8.631711 41.158305, -8.631405 41.158233)","1412617430, 1412617445, 1412617460, 1412617475, 1412617490",T164,A,41519,NA,20000410,A,False
"LINESTRING (-8.610876 41.14557, -8.610885 41.145624, -8.610894 41.145768, -8.610408 41.146173, -8.609769 41.146659, -8.609418 41.146848, -8.608905 41.14701, -8.608806 41.147433, -8.609724 41.14764, -8.610066 41.147703, -8.610075 41.147703, -8.610102 41.147703, -8.611011 41.147838, -8.612406 41.148072, -8.620605 41.147523, -8.621712 41.147532, -8.623368 41.147964, -8.624736 41.148432, -8.625204 41.148612, -8.625708 41.149665, -8.625924 41.151114, -8.626275 41.152626, -8.62659 41.152671, -8.626572 41.152671, -8.62695 41.152554, -8.628255 41.152491, -8.63001 41.15259, -8.630082 41.152599, -8.630199 41.152617, -8.631576 41.15268, -8.632548 41.152707, -8.633421 41.152626, -8.633853 41.152572, -8.63388 41.152572, -8.634222 41.152545, -8.635122 41.152437, -8.635482 41.152455, -8.635788 41.152473, -8.636184 41.152527, -8.636841 41.152671, -8.637021 41.152725, -8.637723 41.152878, -8.638479 41.153067, -8.640018 41.153418)","1412616796, 1412616811, 1412616826, 1412616841, 1412616856, 1412616871, 1412616886, 1412616901, 1412616916, 1412616931, 1412616946, 1412616961, 1412616976, 1412616991, 1412617006, 1412617021, 1412617036, 1412617051, 1412617066, 1412617081, 1412617096, 1412617111, 1412617126, 1412617141, 1412617156, 1412617171, 1412617186, 1412617201, 1412617216, 1412617231, 1412617246, 1412617261, 1412617276, 1412617291, 1412617306, 1412617321, 1412617336, 1412617351, 1412617366, 1412617381, 1412617396, 1412617411, 1412617426, 1412617441",T166,B,NA,57,20000407,A,False
"LINESTRING (-8.585649 41.148567, -8.585721 41.148693, -8.585694 41.148846, -8.58582 41.148963, -8.586459 41.148981, -8.587611 41.149242, -8.589024 41.149638, -8.590653 41.150061, -8.592354 41.15052, -8.593722 41.150952, -8.594577 41.152014, -8.595207 41.153913, -8.595324 41.154471, -8.595351 41.154507, -8.595378 41.154903, -8.595198 41.155308, -8.594955 41.155731, -8.594487 41.156532, -8.593866 41.157639, -8.593443 41.158413, -8.593389 41.158512, -8.593767 41.158836, -8.594523 41.15907, -8.594703 41.159124, -8.594784 41.159151, -8.595027 41.159223)","1412617121, 1412617136, 1412617151, 1412617166, 1412617181, 1412617196, 1412617211, 1412617226, 1412617241, 1412617256, 1412617271, 1412617286, 1412617301, 1412617316, 1412617331, 1412617346, 1412617361, 1412617376, 1412617391, 1412617406, 1412617421, 1412617436, 1412617451, 1412617466, 1412617481, 1412617496",T167,B,NA,15,20000109,A,False
"LINESTRING (-8.624331 41.179554, -8.624349 41.179554, -8.624367 41.179563, -8.624394 41.179554, -8.623872 41.179464, -8.623917 41.178645, -8.624583 41.177817, -8.62416 41.17761, -8.622819 41.177358, -8.621127 41.176836, -8.620272 41.176377, -8.62029 41.175342, -8.620101 41.174883, -8.618679 41.17509, -8.616654 41.175351, -8.614881 41.175585, -8.614773 41.175603, -8.614449 41.175648, -8.61417 41.175693, -8.614017 41.175711, -8.613684 41.174982, -8.613495 41.174289, -8.612802 41.174226, -8.610588 41.174136, -8.609202 41.173821, -8.607528 41.172831, -8.606142 41.171661, -8.605962 41.171553, -8.60598 41.171544, -8.605989 41.171553, -8.605602 41.171337, -8.605332 41.1705, -8.606475 41.168988)","1412617017, 1412617032, 1412617047, 1412617062, 1412617077, 1412617092, 1412617107, 1412617122, 1412617137, 1412617152, 1412617167, 1412617182, 1412617197, 1412617212, 1412617227, 1412617242, 1412617257, 1412617272, 1412617287, 1412617302, 1412617317, 1412617332, 1412617347, 1412617362, 1412617377, 1412617392, 1412617407, 1412617422, 1412617437, 1412617452, 1412617467, 1412617482, 1412617497",T168,A,2002,NA,20000180,A,False
"LINESTRING (-8.582634 41.18067, -8.582526 41.180625, -8.581887 41.18031, -8.582715 41.180895, -8.582337 41.181615, -8.581464 41.182407, -8.580591 41.183604, -8.579655 41.184342, -8.578782 41.185197, -8.57799 41.185791, -8.578377 41.186484, -8.578836 41.187366, -8.57799 41.187573, -8.577855 41.1885, -8.577342 41.188779, -8.577342 41.188815, -8.5779 41.188437, -8.577954 41.1876, -8.576649 41.187753, -8.576775 41.187168, -8.577684 41.185935, -8.578152 41.185638, -8.579115 41.184891, -8.580015 41.184072, -8.580582 41.183649, -8.581104 41.18292, -8.580555 41.182596, -8.581338 41.181894, -8.581698 41.180931, -8.581743 41.180598, -8.582211 41.179995, -8.582724 41.178195, -8.582832 41.177844, -8.583696 41.176269, -8.5842 41.175351, -8.5842 41.175333, -8.584263 41.175162, -8.584794 41.174073, -8.585604 41.172408, -8.586324 41.171013, -8.586882 41.169888, -8.587179 41.169312, -8.587179 41.169321, -8.587188 41.169321, -8.587746 41.168853, -8.588907 41.168646)","1412616811, 1412616826, 1412616841, 1412616856, 1412616871, 1412616886, 1412616901, 1412616916, 1412616931, 1412616946, 1412616961, 1412616976, 1412616991, 1412617006, 1412617021, 1412617036, 1412617051, 1412617066, 1412617081, 1412617096, 1412617111, 1412617126, 1412617141, 1412617156, 1412617171, 1412617186, 1412617201, 1412617216, 1412617231, 1412617246, 1412617261, 1412617276, 1412617291, 1412617306, 1412617321, 1412617336, 1412617351, 1412617366, 1412617381, 1412617396, 1412617411, 1412617426, 1412617441, 1412617456, 1412617471, 1412617486",T169,C,NA,NA,20000649,A,False
"LINESTRING (-8.642394 41.165181, -8.643699 41.165352, -8.645661 41.165631, -8.6472 41.165937, -8.647371 41.165955, -8.647965 41.165064, -8.648586 41.165262, -8.649387 41.165487, -8.649756 41.164956, -8.649189 41.164524, -8.648901 41.164398, -8.648388 41.164236, -8.648604 41.163777, -8.649027 41.163255, -8.64936 41.162418, -8.64918 41.16051, -8.64954 41.158773, -8.648829 41.157099, -8.64846 41.155767, -8.648343 41.155029, -8.649072 41.154588, -8.649117 41.154516, -8.649729 41.154183, -8.650251 41.154039, -8.650224 41.154048)","1412617130, 1412617145, 1412617160, 1412617175, 1412617190, 1412617205, 1412617220, 1412617235, 1412617250, 1412617265, 1412617280, 1412617295, 1412617310, 1412617325, 1412617340, 1412617355, 1412617370, 1412617385, 1412617400, 1412617415, 1412617430, 1412617445, 1412617460, 1412617475, 1412617490",T170,A,67507,NA,20000128,A,False
"LINESTRING (-8.649567 41.167197, -8.649585 41.167242, -8.649603 41.16726, -8.649603 41.167278, -8.649693 41.166945, -8.649855 41.166711, -8.649936 41.166711, -8.649945 41.166684, -8.649873 41.166603, -8.649855 41.166576, -8.650008 41.166189, -8.650044 41.165838, -8.650224 41.165424, -8.650341 41.165136, -8.650395 41.164596, -8.650395 41.164551, -8.650404 41.164542, -8.650413 41.16447, -8.650449 41.164362, -8.650413 41.164326, -8.650449 41.164227, -8.650485 41.164155, -8.650584 41.163858, -8.650656 41.163633, -8.650683 41.163552, -8.650701 41.163534, -8.650701 41.163534, -8.650701 41.163534, -8.650719 41.163417, -8.650764 41.16321, -8.650764 41.163201, -8.65089 41.162868, -8.650917 41.16276, -8.650953 41.162625, -8.650971 41.162616, -8.651016 41.162445, -8.651034 41.162337, -8.651061 41.162157, -8.651169 41.161608, -8.651169 41.161581, -8.650827 41.161482, -8.650332 41.160384, -8.649603 41.158431, -8.649585 41.157378, -8.650809 41.157819, -8.651574 41.157828, -8.652303 41.157369, -8.652555 41.156541)","1412616790, 1412616805, 1412616820, 1412616835, 1412616850, 1412616865, 1412616880, 1412616895, 1412616910, 1412616925, 1412616940, 1412616955, 1412616970, 1412616985, 1412617000, 1412617015, 1412617030, 1412617045, 1412617060, 1412617075, 1412617090, 1412617105, 1412617120, 1412617135, 1412617150, 1412617165, 1412617180, 1412617195, 1412617210, 1412617225, 1412617240, 1412617255, 1412617270, 1412617285, 1412617300, 1412617315, 1412617330, 1412617345, 1412617360, 1412617375, 1412617390, 1412617405, 1412617420, 1412617435, 1412617450, 1412617465, 1412617480, 1412617495",T171,B,NA,35,20000685,A,False
"LINESTRING (-8.617761 41.150052, -8.617761 41.150043, -8.617761 41.150043, -8.61777 41.150043, -8.617779 41.150025, -8.61777 41.150034, -8.617788 41.150034, -8.617779 41.150025, -8.617779 41.150016, -8.617662 41.149584, -8.617743 41.149026, -8.617977 41.148396, -8.61822 41.148414, -8.618661 41.148549, -8.61948 41.148477, -8.620209 41.148594, -8.620713 41.148819, -8.620758 41.149233, -8.620821 41.149863, -8.620902 41.150448)","1412617212, 1412617227, 1412617242, 1412617257, 1412617272, 1412617287, 1412617302, 1412617317, 1412617332, 1412617347, 1412617362, 1412617377, 1412617392, 1412617407, 1412617422, 1412617437, 1412617452, 1412617467, 1412617482, 1412617497",T172,A,65127,NA,20000054,A,False
"LINESTRING (-8.609724 41.151222, -8.609715 41.151222, -8.609607 41.151339, -8.609598 41.151348, -8.609634 41.151672, -8.609985 41.152725, -8.609904 41.153463, -8.609301 41.15358, -8.609499 41.153706, -8.609958 41.15367, -8.611362 41.153679, -8.611956 41.153706, -8.612019 41.154264, -8.61246 41.155101, -8.613117 41.155146, -8.613117 41.155137, -8.613126 41.155137, -8.613162 41.155146, -8.614422 41.155461, -8.616429 41.155776, -8.617554 41.156001, -8.61759 41.156028, -8.617599 41.156019, -8.617914 41.156379, -8.617797 41.157171, -8.616879 41.158269, -8.61714 41.15934, -8.616834 41.160654, -8.616564 41.161824, -8.616357 41.162913, -8.61633 41.163192, -8.617671 41.163561, -8.619633 41.163804, -8.620641 41.16393, -8.622171 41.164119, -8.623908 41.164353, -8.624466 41.16438, -8.624466 41.164353, -8.62578 41.164596, -8.626851 41.164722, -8.627787 41.16483, -8.628642 41.164938, -8.629929 41.1651, -8.630928 41.165037, -8.631855 41.164587, -8.633538 41.163777, -8.63523 41.163912, -8.635842 41.164128, -8.635824 41.164137, -8.635824 41.164128, -8.636508 41.164371, -8.637696 41.164623, -8.63973 41.165226, -8.641737 41.166882, -8.643582 41.168421, -8.64531 41.169897, -8.647029 41.171319, -8.648667 41.172687, -8.650431 41.174091, -8.651961 41.175324)","1412616610, 1412616625, 1412616640, 1412616655, 1412616670, 1412616685, 1412616700, 1412616715, 1412616730, 1412616745, 1412616760, 1412616775, 1412616790, 1412616805, 1412616820, 1412616835, 1412616850, 1412616865, 1412616880, 1412616895, 1412616910, 1412616925, 1412616940, 1412616955, 1412616970, 1412616985, 1412617000, 1412617015, 1412617030, 1412617045, 1412617060, 1412617075, 1412617090, 1412617105, 1412617120, 1412617135, 1412617150, 1412617165, 1412617180, 1412617195, 1412617210, 1412617225, 1412617240, 1412617255, 1412617270, 1412617285, 1412617300, 1412617315, 1412617330, 1412617345, 1412617360, 1412617375, 1412617390, 1412617405, 1412617420, 1412617435, 1412617450, 1412617465, 1412617480, 1412617495",T173,B,NA,60,20000118,A,False
